disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,disasterPageUrl,shapefileUrl,kmzfileUrl,geoJsonUrl,id,hash,lastRefresh
4828,2024-09-28T00:00:00.000Z,HURRICANE HELENE,2024-09-23T00:00:00.000Z,2024-10-07T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2024-09-29T00:00:00.000Z,2024-12-30T00:00:00.000Z,,4,1,0,1,1,H,2024-09-28T00:00:00.000Z,https://www.fema.gov/disaster/4828,https://gis.fema.gov/maps/dec_4828.zip,https://gis.fema.gov/maps/dec_4828.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4828%27,4305e1e1-b41b-49be-b534-25102cdfffc1,d94d40a3561c53c2a0b5573d9f1643f8ba5c56bb,2025-03-11T19:21:45.366Z
4827,2024-09-28T00:00:00.000Z,TROPICAL STORM HELENE,2024-09-25T00:00:00.000Z,2024-12-18T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Tropical Storm,2024-09-29T00:00:00.000Z,2024-12-23T00:00:00.000Z,,4,1,0,1,1,4,2024-09-27T00:00:00.000Z,https://www.fema.gov/disaster/4827,https://gis.fema.gov/maps/dec_4827.zip,https://gis.fema.gov/maps/dec_4827.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4827%27,168ad000-27b2-47a6-bef9-2cea8fb45ae8,a2c5b658ae5c61a8ab8f8f675753403aef04da94,2025-03-11T19:21:45.366Z
50,1956-02-25T00:00:00.000Z,FLOOD,1956-02-25T00:00:00.000Z,1956-02-25T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1961-07-01T00:00:00.000Z,10,0,1,1,1,,1956-02-25T00:00:00.000Z,https://www.fema.gov/disaster/50,,,,9497b451-3c2e-4c68-95e1-012175910aca,d9ac98146bc104d10d3a8b88bd8f5017dec1d795,2025-03-11T19:21:45.366Z
49,1955-12-29T00:00:00.000Z,FLOOD,1955-12-29T00:00:00.000Z,1955-12-29T00:00:00.000Z,Major Disaster,OR,Oregon                        ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1960-10-01T00:00:00.000Z,10,0,1,1,1,,1955-12-29T00:00:00.000Z,https://www.fema.gov/disaster/49,,,,6b822a07-b08f-4129-919f-1223be692fca,f2e7c050f775ee6e739f2b4f42e0994fb6268647,2025-03-11T19:21:45.366Z
4823,2024-09-24T00:00:00.000Z,WILDFIRES,2024-06-22T00:00:00.000Z,2024-07-08T00:00:00.000Z,Major Disaster,WA,Washington                    ,Fire,2024-09-24T00:00:00.000Z,2024-09-25T00:00:00.000Z,,10,1,0,1,1,R,2024-08-26T00:00:00.000Z,https://www.fema.gov/disaster/4823,https://gis.fema.gov/maps/dec_4823.zip,https://gis.fema.gov/maps/dec_4823.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4823%27,bc06c9e2-9491-491c-84a7-066a6d45dc72,0ecb45d223c831d60d4d5c1bdaa09ced7644a92b,2025-03-11T19:21:45.366Z
4821,2024-09-24T00:00:00.000Z,TROPICAL STORM DEBBY,2024-08-04T00:00:00.000Z,2024-08-20T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Tropical Storm,2024-09-24T00:00:00.000Z,2024-09-24T00:00:00.000Z,,4,1,0,1,1,"4,H",2024-09-10T00:00:00.000Z,https://www.fema.gov/disaster/4821,https://gis.fema.gov/maps/dec_4821.zip,https://gis.fema.gov/maps/dec_4821.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4821%27,8c6f431c-15f1-4441-bf1f-e01b945ea011,eb56a6c7db32d76c50400a1638ad2ac9ab295ed2,2025-03-11T19:21:45.366Z
4815,2024-09-11T00:00:00.000Z,TROPICAL STORM DEBBY,2024-08-09T00:00:00.000Z,2024-08-10T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Tropical Storm,2024-09-11T00:00:00.000Z,2024-11-14T00:00:00.000Z,,3,1,0,1,1,"4,F",2024-08-23T00:00:00.000Z,https://www.fema.gov/disaster/4815,https://gis.fema.gov/maps/dec_4815.zip,https://gis.fema.gov/maps/dec_4815.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4815%27,53d76a10-7986-4a11-b82c-91405bbef229,2780693c253d123b1029e6a5f74f4a7eacc7194c,2025-03-11T19:21:45.366Z
5538,2024-09-11T00:00:00.000Z,AIRPORT FIRE,2024-09-11T00:00:00.000Z,2024-09-21T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-09-19T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-09-10T00:00:00.000Z,https://www.fema.gov/disaster/5538,,,,8b8d146d-3720-4be4-b0e4-cb6eb79fafdc,4d637a8f1e694be1c77763c0ddd3701ad868cd72,2025-03-11T19:21:45.366Z
5537,2024-09-11T00:00:00.000Z,BRIDGE FIRE,2024-09-10T00:00:00.000Z,2024-09-24T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-09-19T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-09-10T00:00:00.000Z,https://www.fema.gov/disaster/5537,,,,2ec28c98-e311-4b91-9305-133c507ec749,35f1021a863c1f90101597ecec171b01a9e05377,2025-03-11T19:21:45.366Z
5536,2024-09-08T00:00:00.000Z,BOYLES FIRE,2024-09-08T00:00:00.000Z,2024-09-11T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-09-09T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-09-08T00:00:00.000Z,https://www.fema.gov/disaster/5536,,,,d4a4590a-3b95-4e6b-94a4-7eb6bc42099f,1255af4f3d732cc6ebde04978641d4c6e68ede39,2025-03-11T19:21:45.366Z
5535,2024-09-07T00:00:00.000Z,LINE FIRE,2024-09-07T00:00:00.000Z,2024-10-12T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-09-09T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-09-07T00:00:00.000Z,https://www.fema.gov/disaster/5535,,,,5a21fe5d-468d-48dc-9763-9fde015ce407,979b665cc593f1830934000ca30b4b0ab3993efc,2025-03-11T19:21:45.366Z
5534,2024-09-07T00:00:00.000Z,RAIL RIDGE FIRE,2024-09-02T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-09-09T00:00:00.000Z,2024-09-09T00:00:00.000Z,,10,0,0,1,1,R,2024-09-07T00:00:00.000Z,https://www.fema.gov/disaster/5534,,,,3d5ab343-449b-4c39-8e3d-50df3ef56e74,297732882d1250314cd003214320d0ea6c7b3c34,2025-03-11T19:21:45.366Z
5533,2024-09-07T00:00:00.000Z,DAVIS FIRE,2024-09-07T00:00:00.000Z,2024-09-15T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2024-09-09T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-09-07T00:00:00.000Z,https://www.fema.gov/disaster/5533,,,,edc014a1-e628-473b-9fdd-78d4971fc66d,2d288b78ef35f94dec130d53c5b595defa6017d3,2025-03-11T19:21:45.366Z
5532,2024-09-02T00:00:00.000Z,COPPERFIELD FIRE,2024-09-01T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-09-03T00:00:00.000Z,2024-09-03T00:00:00.000Z,,10,0,0,1,1,R,2024-09-01T00:00:00.000Z,https://www.fema.gov/disaster/5532,,,,14e40c64-cdeb-457f-90c1-3e7c9f09a47a,d5a78c5a069e6bf9411c1b73e735ad5ed39f917f,2025-03-11T19:21:45.366Z
4813,2024-08-23T00:00:00.000Z,STRAIGHT-LINE WINDS,2024-07-24T00:00:00.000Z,2024-07-24T00:00:00.000Z,Major Disaster,MT,Montana                       ,Straight-Line Winds,2024-08-23T00:00:00.000Z,2024-08-23T00:00:00.000Z,,8,0,0,1,1,2,2024-08-14T00:00:00.000Z,https://www.fema.gov/disaster/4813,https://gis.fema.gov/maps/dec_4813.zip,https://gis.fema.gov/maps/dec_4813.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4813%27,9806d481-0bd0-40aa-a92f-77249baa43ce,1a709bab21dd292b3359077b34d0e7b630e2b6e1,2025-03-11T19:21:45.366Z
5531,2024-08-22T00:00:00.000Z,HOUSE DRAW FIRE,2024-08-22T00:00:00.000Z,2024-08-31T00:00:00.000Z,Fire Management,WY,Wyoming                       ,Fire,2024-08-30T00:00:00.000Z,2025-01-08T00:00:00.000Z,,8,0,0,1,1,R,2024-08-22T00:00:00.000Z,https://www.fema.gov/disaster/5531,,,,d0857eb3-a7b9-4d7e-a538-8b05b278a939,6bdae897f0d08f1f0f223acfd9673c156b217654,2025-03-11T19:21:45.366Z
5530,2024-08-12T00:00:00.000Z,GOLD RANCH FIRE,2024-08-11T00:00:00.000Z,2024-08-13T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2024-08-19T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-08-11T00:00:00.000Z,https://www.fema.gov/disaster/5530,,,,6b631912-e4d5-4541-8a3c-a16307431783,5ebb5726f4f4eb50376758a9d3089fbec88deeca,2025-03-11T19:21:45.366Z
4806,2024-08-10T00:00:00.000Z,HURRICANE DEBBY,2024-08-01T00:00:00.000Z,2024-08-27T00:00:00.000Z,Major Disaster,FL,Florida                       ,Tropical Storm,2024-08-11T00:00:00.000Z,2024-09-27T00:00:00.000Z,,4,1,0,1,1,"4,H",2024-08-09T00:00:00.000Z,https://www.fema.gov/disaster/4806,https://gis.fema.gov/maps/dec_4806.zip,https://gis.fema.gov/maps/dec_4806.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4806%27,32a2c406-fc1a-4c0b-8af5-e88085fecab7,e127c04a89a00de6972814aba6dc5145050bd73a,2025-03-11T19:21:45.366Z
5529,2024-08-09T00:00:00.000Z,LEE FALLS FIRE,2024-08-08T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-08-12T00:00:00.000Z,2024-08-12T00:00:00.000Z,,10,0,0,1,1,R,2024-08-09T00:00:00.000Z,https://www.fema.gov/disaster/5529,,,,af98fcf0-c426-4f81-986d-94e00cdfcfb1,b42499257f30ac6ca22abcd3e0afdcf33e8c44f1,2025-03-11T19:21:45.366Z
3609,2024-08-08T00:00:00.000Z,TROPICAL DEPRESSION DEBBY,2024-08-08T00:00:00.000Z,2024-08-10T00:00:00.000Z,Emergency,VT,Vermont                       ,Tropical Storm,2024-08-09T00:00:00.000Z,2024-08-15T00:00:00.000Z,,1,0,0,1,0,"4,8",2024-08-08T00:00:00.000Z,https://www.fema.gov/disaster/3609,https://gis.fema.gov/maps/em_3609.zip,https://gis.fema.gov/maps/em_3609.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3609%27,3ee6ff27-48e0-4be3-bc34-3434eadb4f00,c23ee72995b5beb64c26d0c81892d27594e280f4,2025-03-11T19:21:45.366Z
3608,2024-08-06T00:00:00.000Z,TROPICAL STORM DEBBY,2024-08-05T00:00:00.000Z,2024-08-19T00:00:00.000Z,Emergency,NC,North Carolina                ,Tropical Storm,2024-08-07T00:00:00.000Z,2024-08-26T00:00:00.000Z,,4,0,0,1,0,4,2024-08-06T00:00:00.000Z,https://www.fema.gov/disaster/3608,https://gis.fema.gov/maps/em_3608.zip,https://gis.fema.gov/maps/em_3608.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3608%27,bc34825d-c9ce-4553-bffa-8a17b806e5b7,541e3af0c4144eaad916c097931ef6cbe58328b4,2025-03-11T19:21:45.366Z
5528,2024-08-06T00:00:00.000Z,ELK LANE FIRE,2024-08-04T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-08-07T00:00:00.000Z,2024-08-07T00:00:00.000Z,,10,0,0,1,1,R,2024-08-06T00:00:00.000Z,https://www.fema.gov/disaster/5528,,,,ca249a81-c55a-47ea-8545-f0b931fbdda7,a07d564e67a7043e99aa5514b6e7021c158a20f5,2025-03-11T19:21:45.366Z
3607,2024-08-05T00:00:00.000Z,HURRICANE DEBBY,2024-08-04T00:00:00.000Z,2024-08-20T00:00:00.000Z,Emergency,GA,Georgia                       ,Tropical Storm,2024-08-06T00:00:00.000Z,2025-03-04T00:00:00.000Z,2025-03-04T00:00:00.000Z,4,0,0,1,0,H,2024-08-05T00:00:00.000Z,https://www.fema.gov/disaster/3607,https://gis.fema.gov/maps/em_3607.zip,https://gis.fema.gov/maps/em_3607.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3607%27,00f0d424-2f79-4d8f-827c-de5aae5136f3,f3712b0dca864a2990fbeb919cbbe28d813a6379,2025-03-11T19:21:45.366Z
3606,2024-08-05T00:00:00.000Z,HURRICANE DEBBY,2024-08-04T00:00:00.000Z,2024-08-22T00:00:00.000Z,Emergency,SC,South Carolina                ,Tropical Storm,2024-08-05T00:00:00.000Z,2024-09-09T00:00:00.000Z,,4,0,0,1,0,"4,F,H",2024-08-04T00:00:00.000Z,https://www.fema.gov/disaster/3606,https://gis.fema.gov/maps/em_3606.zip,https://gis.fema.gov/maps/em_3606.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27EM-3606%27,59236ce2-8cb5-4b1c-9701-4af11f522d83,dcb83f0381bbad49603246c02e575c692c3aeb80,2025-03-11T19:21:45.366Z
5527,2024-08-02T00:00:00.000Z,MILE MARKER 132 FIRE,2024-08-02T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-08-06T00:00:00.000Z,2024-08-06T00:00:00.000Z,,10,0,0,1,1,R,2024-08-02T00:00:00.000Z,https://www.fema.gov/disaster/5527,,,,c34de02e-7873-42fd-8721-3a79b76e14b1,d6d017b95e57913718eac6149e71c6e1b26f7b7f,2025-03-11T19:21:45.366Z
5526,2024-08-01T00:00:00.000Z,QUARRY FIRE,2024-08-01T00:00:00.000Z,2024-08-07T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2024-08-02T00:00:00.000Z,2025-01-08T00:00:00.000Z,,8,0,0,1,1,R,2024-08-01T00:00:00.000Z,https://www.fema.gov/disaster/5526,,,,0839dd6f-f3aa-41fc-9de4-c2ae484e91b6,f37bbcdb7a921ed5729919a9be81e8e4fcfb3f4c,2025-03-11T19:21:45.366Z
5525,2024-07-31T00:00:00.000Z,STONE MOUNTAIN FIRE,2024-07-30T00:00:00.000Z,2024-08-30T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2024-08-02T00:00:00.000Z,2025-01-08T00:00:00.000Z,,8,0,0,1,1,R,2024-07-31T00:00:00.000Z,https://www.fema.gov/disaster/5525,,,,f57e5463-eb02-4a5e-9f86-6b4aba338bd5,825a00ec1cb310471b7ac89630a3ef8de64299e2,2025-03-11T19:21:45.366Z
5524,2024-07-31T00:00:00.000Z,ALEXANDER MOUNTAIN FIRE,2024-07-31T00:00:00.000Z,2024-08-09T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2024-08-02T00:00:00.000Z,2025-01-08T00:00:00.000Z,,8,0,0,1,1,R,2024-07-31T00:00:00.000Z,https://www.fema.gov/disaster/5524,,,,83dc2220-2e5d-4169-82d3-09ebe38c9a0c,c9a7903c989b318de1ee56247a932503b1e647be,2025-03-11T19:21:45.366Z
5523,2024-07-30T00:00:00.000Z,PLEASANT VALLEY FIRE,2024-07-30T00:00:00.000Z,2024-08-04T00:00:00.000Z,Fire Management,WY,Wyoming                       ,Fire,2024-07-31T00:00:00.000Z,2025-01-08T00:00:00.000Z,,8,0,0,1,1,R,2024-07-30T00:00:00.000Z,https://www.fema.gov/disaster/5523,,,,48bbb190-bb17-4c52-abd9-566ee86e7359,367bbed2a970bf053236d15ad3224634c1d04952,2025-03-11T19:21:45.366Z
5522,2024-07-27T00:00:00.000Z,BOREL FIRE,2024-07-25T00:00:00.000Z,2024-08-10T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-07-31T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-27T00:00:00.000Z,https://www.fema.gov/disaster/5522,,,,e8b4834f-0be4-4d10-a648-1974e674d936,4f3e339e152d93e0455ac5dbdd7cbdf5352fc70d,2025-03-11T19:21:45.366Z
5519,2024-07-25T00:00:00.000Z,PARK FIRE,2024-07-24T00:00:00.000Z,2024-08-20T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-07-26T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-24T00:00:00.000Z,https://www.fema.gov/disaster/5519,,,,7bbbfe7f-8dfa-414b-96be-63d01f6d3188,1f52c77a66db5c25773b887624391082faca5326,2025-03-11T19:21:45.366Z
4802,2024-07-23T00:00:00.000Z,SEVERE STORMS,2024-03-14T00:00:00.000Z,2024-03-15T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,6,0,0,1,1,W,2024-06-11T00:00:00.000Z,https://www.fema.gov/disaster/4802,https://gis.fema.gov/maps/dec_4802.zip,https://gis.fema.gov/maps/dec_4802.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4802%27,123a415b-8a14-4235-be48-188c5cb63541,c58f489eaf19e7797ec6d35058a6c4c28c2d298e,2025-03-11T19:21:45.366Z
48,1955-12-24T00:00:00.000Z,FLOOD,1955-12-24T00:00:00.000Z,1955-12-24T00:00:00.000Z,Major Disaster,NV,Nevada                        ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1961-09-01T00:00:00.000Z,9,0,1,1,1,,1955-12-24T00:00:00.000Z,https://www.fema.gov/disaster/48,,,,c9eefd8a-d4dd-46a1-8e11-468202c3f64e,58c695df2bfadf7e36ced2a6a4e769ea0c142bb0,2025-03-11T19:21:45.366Z
47,1955-12-23T00:00:00.000Z,FLOOD,1955-12-23T00:00:00.000Z,1955-12-23T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1968-08-12T00:00:00.000Z,9,0,1,1,1,,1955-12-23T00:00:00.000Z,https://www.fema.gov/disaster/47,,,,75aee2a7-0f7d-4694-9e89-d28acf2e104c,4ec42564499cc26a140b40d073e2667c38d75d36,2025-03-11T19:21:45.366Z
5516,2024-07-22T00:00:00.000Z,DURKEE FIRE,2024-07-21T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-22T00:00:00.000Z,https://www.fema.gov/disaster/5516,,,,d79b416f-5f35-4e50-8278-9513d80e700c,9bd4314f1d51cb01e178bae7b5860595cff4de60,2025-03-11T19:21:45.366Z
5515,2024-07-21T00:00:00.000Z,HAWARDEN FIRE,2024-07-21T00:00:00.000Z,2024-07-22T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-07-23T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-21T00:00:00.000Z,https://www.fema.gov/disaster/5515,,,,cf90f630-f660-4bc8-a9e0-97287f565086,60b5249e0960b1962dfde857bc750208bc421ffc,2025-03-11T19:21:45.366Z
5514,2024-07-21T00:00:00.000Z,BATTLE MOUNTAIN FIRE COMPLEX,2024-07-21T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-21T00:00:00.000Z,https://www.fema.gov/disaster/5514,,,,60e2caae-1e5d-485c-ac60-5105af850c9f,c274d9dd6d34f39a866cb9aee9f0a72ad8b9b180,2025-03-11T19:21:45.366Z
5513,2024-07-21T00:00:00.000Z,BONEYARD FIRE,2024-07-20T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-21T00:00:00.000Z,https://www.fema.gov/disaster/5513,,,,5b218f20-8b8b-42f6-8f36-968a7e660437,a06ed871d262e56814d7d9384237b1474888edbf,2025-03-11T19:21:45.366Z
5512,2024-07-18T00:00:00.000Z,FALLS FIRE,2024-07-18T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-18T00:00:00.000Z,https://www.fema.gov/disaster/5512,,,,653fcd12-5ed5-4a5e-8f38-88dbeeeb3dde,33bfcda18c22d7b457567f1c5bc4afbc4af59f4f,2025-03-11T19:21:45.366Z
5511,2024-07-18T00:00:00.000Z,LONE ROCK FIRE,2024-07-17T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-18T00:00:00.000Z,https://www.fema.gov/disaster/5511,,,,8272f9fa-33c4-4c94-905e-f55fd4a9eacb,b29e3b022a5b86dae3ecbdc2bd2bb93d9798b25f,2025-03-11T19:21:45.366Z
5509,2024-07-16T00:00:00.000Z,SPRING VALLEY FIRE,2024-07-16T00:00:00.000Z,2024-07-17T00:00:00.000Z,Fire Management,NV,Nevada                        ,Fire,2024-07-17T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-16T00:00:00.000Z,https://www.fema.gov/disaster/5509,,,,f5a01d7e-9fd1-4064-a608-0c1a5462746a,6858ea943e2b03d9e6b05a763733196034f08283,2025-03-11T19:21:45.366Z
5507,2024-07-12T00:00:00.000Z,HORSE GULCH FIRE,2024-07-09T00:00:00.000Z,,Fire Management,MT,Montana                       ,Fire,2024-07-16T00:00:00.000Z,2024-07-16T00:00:00.000Z,,8,0,0,1,1,R,2024-07-12T00:00:00.000Z,https://www.fema.gov/disaster/5507,,,,13c95ed7-ff18-4a29-be48-d34475f628b7,a7dbbf39497306f638b55c45727a95bca5284877,2025-03-11T19:21:45.366Z
5506,2024-07-11T00:00:00.000Z,LARCH CREEK FIRE,2024-07-10T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-12T00:00:00.000Z,2024-07-12T00:00:00.000Z,,10,0,0,1,1,R,2024-07-11T00:00:00.000Z,https://www.fema.gov/disaster/5506,,,,761a7d1f-d422-441a-9e37-3f686dc6bc75,7faa08a8a044776cd4da9c7980a8429ad2f10112,2025-03-11T19:21:45.366Z
4798,2024-07-09T00:00:00.000Z,HURRICANE BERYL ,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,Major Disaster,TX,Texas                         ,Hurricane,2024-07-10T00:00:00.000Z,2024-09-16T00:00:00.000Z,,6,1,0,1,1,H,2024-07-09T00:00:00.000Z,https://www.fema.gov/disaster/4798,https://gis.fema.gov/maps/dec_4798.zip,https://gis.fema.gov/maps/dec_4798.kmz,https://gis.fema.gov/geoserver/FEMA/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA%3ACURRENT_DISASTER_DECLARATIONS&maxFeatures=500&outputFormat=application%2Fjson&CQL_FILTER=dec_number%3D%27DR-4798%27,18caf24d-73b7-4098-b4f7-b7028814110d,4fcfac657cc37d54383e3babe45c01ec2541a1e9,2025-03-11T19:21:45.366Z
5504,2024-07-07T00:00:00.000Z,SILVER KING FIRE,2024-07-07T00:00:00.000Z,2024-08-02T00:00:00.000Z,Fire Management,UT,Utah                          ,Fire,2024-07-10T00:00:00.000Z,2025-01-08T00:00:00.000Z,,8,0,0,1,1,R,2024-07-07T00:00:00.000Z,https://www.fema.gov/disaster/5504,,,,81e153cb-2f94-4718-a996-cf5fffac1505,d12ea817752f8dcf90c49b875bf38f6ec099cef6,2025-03-11T19:21:45.366Z
5503,2024-07-05T00:00:00.000Z,FRENCH FIRE,2024-07-04T00:00:00.000Z,2024-07-07T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-07-07T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-04T00:00:00.000Z,https://www.fema.gov/disaster/5503,,,,9c43ac16-d554-41a9-8d88-9e17d4cc8c70,065d48e586c51207fb392cbc5197b1796a265483,2025-03-11T19:21:45.366Z
5502,2024-07-02T00:00:00.000Z,THOMPSON FIRE,2024-07-02T00:00:00.000Z,2024-07-06T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2024-07-07T00:00:00.000Z,2025-02-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-02T00:00:00.000Z,https://www.fema.gov/disaster/5502,,,,c97bd45a-2faf-4b6b-94a2-01b64a395aef,e0063ee5412244515a4175bd10375e923c70f92c,2025-03-11T19:21:45.366Z
5500,2024-06-25T00:00:00.000Z,DARLENE 3 FIRE,2024-06-25T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-06-26T00:00:00.000Z,2024-06-26T00:00:00.000Z,,10,0,0,1,1,R,2024-06-25T00:00:00.000Z,https://www.fema.gov/disaster/5500,,,,bd4b4574-c676-4db9-96c8-21d3dc3a7af8,a5760d3a909e03342ed077591c0d82a9824aa654,2025-03-11T19:21:45.366Z
